date,store_id,model_id,units_sold,selling_price,revenue
2026-05-19,S22,P017,11,8394,92334
2026-05-19,S22,P033,6,26693,160158
2026-05-19,S22,P025,3,21573,64719
2026-05-19,S22,P023,3,24663,73989
2026-05-19,S22,P051,2,61101,122202
2026-05-19,S22,P028,8,16173,129384
2026-05-19,S22,P031,6,24755,148530
2026-05-19,S22,P036,6,20355,122130
2026-05-19,S22,P060,1,107526,107526
2026-05-19,S22,P054,1,101024,101024
2026-05-19,S22,P002,11,11544,126984
2026-05-19,S22,P018,14,14913,208782
2026-05-19,S22,P046,2,38193,76386
2026-05-19,S22,P022,7,27186,190302
2026-05-19,S22,P032,7,20596,144172
2026-05-19,S22,P030,5,15685,78425
2026-05-19,S22,P026,6,20310,121860
2026-05-19,S22,P057,1,147562,147562
2026-05-19,S22,P001,10,14634,146340
2026-05-19,S22,P052,2,57176,114352
2026-05-19,S22,P021,4,23957,95828
2026-05-19,S22,P058,1,112806,112806
2026-05-19,S22,P015,13,11088,144144
2026-05-19,S22,P042,2,69386,138772
2026-05-19,S22,P044,2,65718,131436
2026-05-19,S22,P006,10,11014,110140
2026-05-19,S22,P011,10,12047,120470
2026-05-19,S23,P014,7,10206,71442
2026-05-19,S23,P038,8,20282,162256
2026-05-19,S23,P050,3,47926,143778
2026-05-19,S23,P029,9,27143,244287
2026-05-19,S23,P012,9,10340,93060
2026-05-19,S23,P056,1,146173,146173
2026-05-19,S23,P059,1,132723,132723
2026-05-19,S23,P053,1,78449,78449
2026-05-19,S23,P024,9,26314,236826
2026-05-19,S23,P004,10,9027,90270
2026-05-19,S23,P040,8,20298,162384
2026-05-19,S23,P047,3,54136,162408
2026-05-19,S23,P039,9,25858,232722
2026-05-19,S23,P041,3,60034,180102
2026-05-19,S23,P045,3,50412,151236
2026-05-19,S23,P048,3,67839,203517
2026-05-19,S23,P016,7,14265,99855
2026-05-19,S23,P010,8,14758,118064
2026-05-19,S23,P013,10,14412,144120
2026-05-19,S23,P055,1,106142,106142
2026-05-19,S23,P020,8,14255,114040
2026-05-19,S23,P007,9,8784,79056
2026-05-19,S23,P034,8,24060,192480
2026-05-19,S23,P037,9,26798,241182
2026-05-19,S23,P049,3,44927,134781
2026-05-19,S23,P027,10,27330,273300
2026-05-19,S23,P043,2,52204,104408
2026-05-19,S23,P008,10,6271,62710
2026-05-19,S23,P019,10,8064,80640
2026-05-19,S23,P003,5,7154,35770
2026-05-19,S23,P035,9,26927,242343
2026-05-19,S23,P009,8,9061,72488
2026-05-19,S23,P005,8,6752,54016
2026-05-19,S23,P017,8,8394,67152
2026-05-19,S23,P033,7,26693,186851
2026-05-19,S23,P025,4,21573,86292
2026-05-19,S23,P023,4,24663,98652
2026-05-19,S23,P051,3,61101,183303
2026-05-19,S23,P028,8,16173,129384
2026-05-19,S23,P031,8,24755,198040
2026-05-19,S23,P036,9,20355,183195
2026-05-19,S23,P060,1,107526,107526
2026-05-19,S23,P054,1,101024,101024
2026-05-19,S23,P002,10,11544,115440
2026-05-19,S23,P018,8,14913,119304
2026-05-19,S23,P046,2,38193,76386
2026-05-19,S23,P022,10,27186,271860
2026-05-19,S23,P032,9,20596,185364
2026-05-19,S23,P030,9,15685,141165
2026-05-19,S23,P026,7,20310,142170
2026-05-19,S23,P057,2,147562,295124
2026-05-19,S23,P001,8,14634,117072
2026-05-19,S23,P052,3,57176,171528
2026-05-19,S23,P021,4,23957,95828
2026-05-19,S23,P058,1,112806,112806
2026-05-19,S23,P015,9,11088,99792
2026-05-19,S23,P042,4,69386,277544
2026-05-19,S23,P044,4,65718,262872
2026-05-19,S23,P006,10,11014,110140
2026-05-19,S23,P011,10,12047,120470
2026-05-19,S24,P014,10,10206,102060
2026-05-19,S24,P038,9,20282,182538
2026-05-19,S24,P050,3,47926,143778
2026-05-19,S24,P029,9,27143,244287
2026-05-19,S24,P012,9,10340,93060
2026-05-19,S24,P056,1,146173,146173
2026-05-19,S24,P059,1,132723,132723
2026-05-19,S24,P053,1,78449,78449
2026-05-19,S24,P024,7,26314,184198
2026-05-19,S24,P004,9,9027,81243
2026-05-19,S24,P040,7,20298,142086
2026-05-19,S24,P047,2,54136,108272
2026-05-19,S24,P039,8,25858,206864
2026-05-19,S24,P041,3,60034,180102
2026-05-19,S24,P045,3,50412,151236
2026-05-19,S24,P048,3,67839,203517
2026-05-19,S24,P016,7,14265,99855
2026-05-19,S24,P010,10,14758,147580
2026-05-19,S24,P013,7,14412,100884
2026-05-19,S24,P055,1,106142,106142
2026-05-19,S24,P020,8,14255,114040
2026-05-19,S24,P007,8,8784,70272
2026-05-19,S24,P034,8,24060,192480
2026-05-19,S24,P037,7,26798,187586
2026-05-19,S24,P049,3,44927,134781
2026-05-19,S24,P027,9,27330,245970
2026-05-19,S24,P043,1,52204,52204
2026-05-19,S24,P008,8,6271,50168
2026-05-19,S24,P019,10,8064,80640
2026-05-19,S24,P003,4,7154,28616
2026-05-19,S24,P035,8,26927,215416
2026-05-19,S24,P009,8,9061,72488
2026-05-19,S24,P005,7,6752,47264
2026-05-19,S24,P017,7,8394,58758
2026-05-19,S24,P033,8,26693,213544
2026-05-19,S24,P025,4,21573,86292
2026-05-19,S24,P023,4,24663,98652
2026-05-19,S24,P051,3,61101,183303
2026-05-19,S24,P028,8,16173,129384
2026-05-19,S24,P031,10,24755,247550
2026-05-19,S24,P036,7,20355,142485
2026-05-19,S24,P060,1,107526,107526
2026-05-19,S24,P054,1,101024,101024
2026-05-19,S24,P002,10,11544,115440
2026-05-19,S24,P018,8,14913,119304
2026-05-19,S24,P046,3,38193,114579
2026-05-19,S24,P022,7,27186,190302
2026-05-19,S24,P032,7,20596,144172
2026-05-19,S24,P030,7,15685,109795
2026-05-19,S24,P026,10,20310,203100
2026-05-19,S24,P057,1,147562,147562
2026-05-19,S24,P001,9,14634,131706
2026-05-19,S24,P052,3,57176,171528
2026-05-19,S24,P021,4,23957,95828
2026-05-19,S24,P058,2,112806,225612
2026-05-19,S24,P015,10,11088,110880
2026-05-19,S24,P042,3,69386,208158
2026-05-19,S24,P044,3,65718,197154
2026-05-19,S24,P006,10,11014,110140
2026-05-19,S24,P011,9,12047,108423
2026-05-19,S25,P014,13,10206,132678
2026-05-19,S25,P038,7,20282,141974
2026-05-19,S25,P050,2,47926,95852
2026-05-19,S25,P029,6,27143,162858
2026-05-19,S25,P012,10,10340,103400
2026-05-19,S25,P056,1,146173,146173
2026-05-19,S25,P059,1,132723,132723
2026-05-19,S25,P053,0,78449,0
2026-05-19,S25,P024,6,26314,157884
2026-05-19,S25,P004,14,9027,126378
2026-05-19,S25,P040,5,20298,101490
2026-05-19,S25,P047,2,54136,108272
2026-05-19,S25,P039,6,25858,155148
2026-05-19,S25,P041,2,60034,120068
2026-05-19,S25,P045,2,50412,100824
2026-05-19,S25,P048,2,67839,135678
2026-05-19,S25,P016,11,14265,156915
2026-05-19,S25,P010,12,14758,177096
2026-05-19,S25,P013,12,14412,172944
2026-05-19,S25,P055,0,106142,0
2026-05-19,S25,P020,13,14255,185315
2026-05-19,S25,P007,10,8784,87840
2026-05-19,S25,P034,8,24060,192480
2026-05-19,S25,P037,7,26798,187586
2026-05-19,S25,P049,2,44927,89854
2026-05-19,S25,P027,8,27330,218640
2026-05-19,S25,P043,1,52204,52204
2026-05-19,S25,P008,12,6271,75252
2026-05-19,S25,P019,13,8064,104832
2026-05-19,S25,P003,7,7154,50078
2026-05-19,S25,P035,6,26927,161562
2026-05-19,S25,P009,12,9061,108732
2026-05-19,S25,P005,10,6752,67520
2026-05-19,S25,P017,12,8394,100728
2026-05-19,S25,P033,6,26693,160158
2026-05-19,S25,P025,3,21573,64719
2026-05-19,S25,P023,3,24663,73989
2026-05-19,S25,P051,2,61101,122202
2026-05-19,S25,P028,8,16173,129384
2026-05-19,S25,P031,6,24755,148530
2026-05-19,S25,P036,7,20355,142485
2026-05-19,S25,P060,1,107526,107526
2026-05-19,S25,P054,1,101024,101024
2026-05-19,S25,P002,10,11544,115440
2026-05-19,S25,P018,10,14913,149130
2026-05-19,S25,P046,2,38193,76386
2026-05-19,S25,P022,6,27186,163116
2026-05-19,S25,P032,8,20596,164768
2026-05-19,S25,P030,8,15685,125480
2026-05-19,S25,P026,8,20310,162480
2026-05-19,S25,P057,1,147562,147562
2026-05-19,S25,P001,12,14634,175608
2026-05-19,S25,P052,2,57176,114352
2026-05-19,S25,P021,3,23957,71871
2026-05-19,S25,P058,1,112806,112806
2026-05-19,S25,P015,11,11088,121968
2026-05-19,S25,P042,2,69386,138772
2026-05-19,S25,P044,2,65718,131436
2026-05-19,S25,P006,10,11014,110140
2026-05-19,S25,P011,11,12047,132517
2026-05-20,S01,P014,5,10206,51030
2026-05-20,S01,P038,5,20282,101410
2026-05-20,S01,P050,4,47926,191704
2026-05-20,S01,P029,6,27143,162858
2026-05-20,S01,P012,5,10340,51700
2026-05-20,S01,P056,3,146173,438519
2026-05-20,S01,P059,2,132723,265446
2026-05-20,S01,P053,2,78449,156898
2026-05-20,S01,P024,7,26314,184198
2026-05-20,S01,P004,6,9027,54162
2026-05-20,S01,P040,7,20298,142086
2026-05-20,S01,P047,4,54136,216544
2026-05-20,S01,P039,5,25858,129290
2026-05-20,S01,P041,5,60034,300170
2026-05-20,S01,P045,5,50412,252060
2026-05-20,S01,P048,4,67839,271356
2026-05-20,S01,P016,5,14265,71325
2026-05-20,S01,P010,6,14758,88548
2026-05-20,S01,P013,6,14412,86472
2026-05-20,S01,P055,2,106142,212284
2026-05-20,S01,P020,6,14255,85530
2026-05-20,S01,P007,5,8784,43920
2026-05-20,S01,P034,5,24060,120300
2026-05-20,S01,P037,5,26798,133990
2026-05-20,S01,P049,5,44927,224635
2026-05-20,S01,P027,6,27330,163980
2026-05-20,S01,P043,2,52204,104408
2026-05-20,S01,P008,5,6271,31355
2026-05-20,S01,P019,6,8064,48384
2026-05-20,S01,P003,2,7154,14308
2026-05-20,S01,P035,7,26927,188489
2026-05-20,S01,P009,7,9061,63427
2026-05-20,S01,P005,7,6752,47264
2026-05-20,S01,P017,6,8394,50364
2026-05-20,S01,P033,6,26693,160158
2026-05-20,S01,P025,3,21573,64719
2026-05-20,S01,P023,3,24663,73989
2026-05-20,S01,P051,5,61101,305505
2026-05-20,S01,P028,5,16173,80865
2026-05-20,S01,P031,6,24755,148530
2026-05-20,S01,P036,7,20355,142485
2026-05-20,S01,P060,3,107526,322578
2026-05-20,S01,P054,3,101024,303072
2026-05-20,S01,P002,5,11544,57720
2026-05-20,S01,P018,6,14913,89478
2026-05-20,S01,P046,3,38193,114579
2026-05-20,S01,P022,5,27186,135930
2026-05-20,S01,P032,7,20596,144172
2026-05-20,S01,P030,6,15685,94110
2026-05-20,S01,P026,5,20310,101550
2026-05-20,S01,P057,3,147562,442686
2026-05-20,S01,P001,6,14634,87804
2026-05-20,S01,P052,4,57176,228704
2026-05-20,S01,P021,3,23957,71871
2026-05-20,S01,P058,3,112806,338418
2026-05-20,S01,P015,5,11088,55440
2026-05-20,S01,P042,4,69386,277544
2026-05-20,S01,P044,4,65718,262872
2026-05-20,S01,P006,5,11014,55070
2026-05-20,S01,P011,6,12047,72282
2026-05-20,S02,P014,6,10206,61236
2026-05-20,S02,P038,6,20282,121692
2026-05-20,S02,P050,4,47926,191704
2026-05-20,S02,P029,5,27143,135715
2026-05-20,S02,P012,5,10340,51700
2026-05-20,S02,P056,3,146173,438519
2026-05-20,S02,P059,3,132723,398169
2026-05-20,S02,P053,1,78449,78449
2026-05-20,S02,P024,5,26314,131570
2026-05-20,S02,P004,5,9027,45135
2026-05-20,S02,P040,5,20298,101490
2026-05-20,S02,P047,4,54136,216544
2026-05-20,S02,P039,6,25858,155148
2026-05-20,S02,P041,5,60034,300170
2026-05-20,S02,P045,5,50412,252060
2026-05-20,S02,P048,5,67839,339195
2026-05-20,S02,P016,5,14265,71325
2026-05-20,S02,P010,5,14758,73790
2026-05-20,S02,P013,5,14412,72060
2026-05-20,S02,P055,2,106142,212284
2026-05-20,S02,P020,6,14255,85530
2026-05-20,S02,P007,5,8784,43920
2026-05-20,S02,P034,6,24060,144360
2026-05-20,S02,P037,7,26798,187586
2026-05-20,S02,P049,5,44927,224635
2026-05-20,S02,P027,7,27330,191310
2026-05-20,S02,P043,2,52204,104408
2026-05-20,S02,P008,6,6271,37626
2026-05-20,S02,P019,5,8064,40320
2026-05-20,S02,P003,3,7154,21462
2026-05-20,S02,P035,6,26927,161562
2026-05-20,S02,P009,6,9061,54366
2026-05-20,S02,P005,5,6752,33760
2026-05-20,S02,P017,5,8394,41970
2026-05-20,S02,P033,6,26693,160158
2026-05-20,S02,P025,4,21573,86292
2026-05-20,S02,P023,3,24663,73989
2026-05-20,S02,P051,4,61101,244404
2026-05-20,S02,P028,5,16173,80865
2026-05-20,S02,P031,6,24755,148530
2026-05-20,S02,P036,6,20355,122130
2026-05-20,S02,P060,4,107526,430104
2026-05-20,S02,P054,3,101024,303072
2026-05-20,S02,P002,7,11544,80808
2026-05-20,S02,P018,6,14913,89478
2026-05-20,S02,P046,4,38193,152772
2026-05-20,S02,P022,7,27186,190302
2026-05-20,S02,P032,6,20596,123576
2026-05-20,S02,P030,7,15685,109795
2026-05-20,S02,P026,5,20310,101550
2026-05-20,S02,P057,3,147562,442686
2026-05-20,S02,P001,5,14634,73170
2026-05-20,S02,P052,5,57176,285880
2026-05-20,S02,P021,3,23957,71871
2026-05-20,S02,P058,3,112806,338418
2026-05-20,S02,P015,6,11088,66528
2026-05-20,S02,P042,5,69386,346930
2026-05-20,S02,P044,5,65718,328590
2026-05-20,S02,P006,6,11014,66084
2026-05-20,S02,P011,5,12047,60235
2026-05-20,S03,P014,10,10206,102060
2026-05-20,S03,P038,10,20282,202820
2026-05-20,S03,P050,3,47926,143778
2026-05-20,S03,P029,7,27143,190001
2026-05-20,S03,P012,10,10340,103400
2026-05-20,S03,P056,1,146173,146173
2026-05-20,S03,P059,1,132723,132723
2026-05-20,S03,P053,1,78449,78449
2026-05-20,S03,P024,9,26314,236826
2026-05-20,S03,P004,9,9027,81243
2026-05-20,S03,P040,8,20298,162384
2026-05-20,S03,P047,3,54136,162408
2026-05-20,S03,P039,9,25858,232722
2026-05-20,S03,P041,3,60034,180102
2026-05-20,S03,P045,3,50412,151236
2026-05-20,S03,P048,2,67839,135678
2026-05-20,S03,P016,7,14265,99855
2026-05-20,S03,P010,10,14758,147580
2026-05-20,S03,P013,8,14412,115296
2026-05-20,S03,P055,1,106142,106142
2026-05-20,S03,P020,8,14255,114040
2026-05-20,S03,P007,8,8784,70272
2026-05-20,S03,P034,9,24060,216540
2026-05-20,S03,P037,9,26798,241182
2026-05-20,S03,P049,3,44927,134781
2026-05-20,S03,P027,8,27330,218640
2026-05-20,S03,P043,1,52204,52204
2026-05-20,S03,P008,8,6271,50168
2026-05-20,S03,P019,10,8064,80640
2026-05-20,S03,P003,5,7154,35770
2026-05-20,S03,P035,7,26927,188489
2026-05-20,S03,P009,9,9061,81549
2026-05-20,S03,P005,9,6752,60768
2026-05-20,S03,P017,7,8394,58758
2026-05-20,S03,P033,10,26693,266930
2026-05-20,S03,P025,5,21573,107865
2026-05-20,S03,P023,4,24663,98652
2026-05-20,S03,P051,3,61101,183303
2026-05-20,S03,P028,7,16173,113211
2026-05-20,S03,P031,9,24755,222795
2026-05-20,S03,P036,9,20355,183195
2026-05-20,S03,P060,1,107526,107526
2026-05-20,S03,P054,2,101024,202048
2026-05-20,S03,P002,7,11544,80808
2026-05-20,S03,P018,8,14913,119304
2026-05-20,S03,P046,3,38193,114579
2026-05-20,S03,P022,7,27186,190302
2026-05-20,S03,P032,10,20596,205960
2026-05-20,S03,P030,10,15685,156850
2026-05-20,S03,P026,9,20310,182790
2026-05-20,S03,P057,1,147562,147562
2026-05-20,S03,P001,10,14634,146340
2026-05-20,S03,P052,2,57176,114352
2026-05-20,S03,P021,3,23957,71871
2026-05-20,S03,P058,2,112806,225612
2026-05-20,S03,P015,8,11088,88704
2026-05-20,S03,P042,3,69386,208158
2026-05-20,S03,P044,3,65718,197154
2026-05-20,S03,P006,8,11014,88112
2026-05-20,S03,P011,10,12047,120470
2026-05-20,S04,P014,7,10206,71442
2026-05-20,S04,P038,6,20282,121692
2026-05-20,S04,P050,5,47926,239630
2026-05-20,S04,P029,5,27143,135715
2026-05-20,S04,P012,5,10340,51700
2026-05-20,S04,P056,2,146173,292346
2026-05-20,S04,P059,3,132723,398169
2026-05-20,S04,P053,2,78449,156898
2026-05-20,S04,P024,6,26314,157884
2026-05-20,S04,P004,5,9027,45135
2026-05-20,S04,P040,7,20298,142086
2026-05-20,S04,P047,4,54136,216544
2026-05-20,S04,P039,5,25858,129290
2026-05-20,S04,P041,5,60034,300170
2026-05-20,S04,P045,5,50412,252060
2026-05-20,S04,P048,4,67839,271356
2026-05-20,S04,P016,5,14265,71325
2026-05-20,S04,P010,6,14758,88548
2026-05-20,S04,P013,6,14412,86472
2026-05-20,S04,P055,2,106142,212284
2026-05-20,S04,P020,7,14255,99785
2026-05-20,S04,P007,6,8784,52704
2026-05-20,S04,P034,7,24060,168420
2026-05-20,S04,P037,6,26798,160788
2026-05-20,S04,P049,5,44927,224635
2026-05-20,S04,P027,6,27330,163980
2026-05-20,S04,P043,2,52204,104408
2026-05-20,S04,P008,6,6271,37626
2026-05-20,S04,P019,5,8064,40320
2026-05-20,S04,P003,3,7154,21462
2026-05-20,S04,P035,7,26927,188489
2026-05-20,S04,P009,6,9061,54366
2026-05-20,S04,P005,6,6752,40512
2026-05-20,S04,P017,5,8394,41970
2026-05-20,S04,P033,5,26693,133465
2026-05-20,S04,P025,3,21573,64719
2026-05-20,S04,P023,3,24663,73989
2026-05-20,S04,P051,4,61101,244404
2026-05-20,S04,P028,5,16173,80865
2026-05-20,S04,P031,7,24755,173285
2026-05-20,S04,P036,6,20355,122130
2026-05-20,S04,P060,4,107526,430104
2026-05-20,S04,P054,3,101024,303072
2026-05-20,S04,P002,5,11544,57720
2026-05-20,S04,P018,5,14913,74565
2026-05-20,S04,P046,5,38193,190965
2026-05-20,S04,P022,6,27186,163116
2026-05-20,S04,P032,5,20596,102980
2026-05-20,S04,P030,7,15685,109795
2026-05-20,S04,P026,7,20310,142170
2026-05-20,S04,P057,3,147562,442686
2026-05-20,S04,P001,5,14634,73170
2026-05-20,S04,P052,5,57176,285880
2026-05-20,S04,P021,3,23957,71871
2026-05-20,S04,P058,3,112806,338418
2026-05-20,S04,P015,5,11088,55440
2026-05-20,S04,P042,4,69386,277544
2026-05-20,S04,P044,5,65718,328590
2026-05-20,S04,P006,6,11014,66084
2026-05-20,S04,P011,6,12047,72282
2026-05-20,S05,P014,10,10206,102060
2026-05-20,S05,P038,7,20282,141974
2026-05-20,S05,P050,3,47926,143778
2026-05-20,S05,P029,7,27143,190001
2026-05-20,S05,P012,9,10340,93060
2026-05-20,S05,P056,1,146173,146173
2026-05-20,S05,P059,1,132723,132723
2026-05-20,S05,P053,1,78449,78449
2026-05-20,S05,P024,9,26314,236826
2026-05-20,S05,P004,9,9027,81243
2026-05-20,S05,P040,8,20298,162384
2026-05-20,S05,P047,3,54136,162408
2026-05-20,S05,P039,9,25858,232722
2026-05-20,S05,P041,3,60034,180102
2026-05-20,S05,P045,3,50412,151236
2026-05-20,S05,P048,2,67839,135678
2026-05-20,S05,P016,10,14265,142650
2026-05-20,S05,P010,9,14758,132822
2026-05-20,S05,P013,10,14412,144120
2026-05-20,S05,P055,1,106142,106142
2026-05-20,S05,P020,8,14255,114040
2026-05-20,S05,P007,11,8784,96624
2026-05-20,S05,P034,8,24060,192480
2026-05-20,S05,P037,8,26798,214384
2026-05-20,S05,P049,3,44927,134781
2026-05-20,S05,P027,7,27330,191310
2026-05-20,S05,P043,2,52204,104408
2026-05-20,S05,P008,7,6271,43897
2026-05-20,S05,P019,9,8064,72576
2026-05-20,S05,P003,4,7154,28616
2026-05-20,S05,P035,8,26927,215416
2026-05-20,S05,P009,8,9061,72488
2026-05-20,S05,P005,10,6752,67520
2026-05-20,S05,P017,8,8394,67152
2026-05-20,S05,P033,10,26693,266930
2026-05-20,S05,P025,4,21573,86292
2026-05-20,S05,P023,4,24663,98652
2026-05-20,S05,P051,3,61101,183303
2026-05-20,S05,P028,7,16173,113211
2026-05-20,S05,P031,7,24755,173285
2026-05-20,S05,P036,10,20355,203550
2026-05-20,S05,P060,1,107526,107526
2026-05-20,S05,P054,2,101024,202048
2026-05-20,S05,P002,10,11544,115440
2026-05-20,S05,P018,10,14913,149130
2026-05-20,S05,P046,4,38193,152772
2026-05-20,S05,P022,8,27186,217488
2026-05-20,S05,P032,7,20596,144172
2026-05-20,S05,P030,8,15685,125480
2026-05-20,S05,P026,9,20310,182790
2026-05-20,S05,P057,2,147562,295124
2026-05-20,S05,P001,10,14634,146340
2026-05-20,S05,P052,4,57176,228704
2026-05-20,S05,P021,4,23957,95828
2026-05-20,S05,P058,1,112806,112806
2026-05-20,S05,P015,9,11088,99792
2026-05-20,S05,P042,3,69386,208158
2026-05-20,S05,P044,3,65718,197154
2026-05-20,S05,P006,8,11014,88112
2026-05-20,S05,P011,9,12047,108423
2026-05-20,S06,P014,6,10206,61236
2026-05-20,S06,P038,5,20282,101410
2026-05-20,S06,P050,5,47926,239630
2026-05-20,S06,P029,7,27143,190001
2026-05-20,S06,P012,5,10340,51700
2026-05-20,S06,P056,3,146173,438519
2026-05-20,S06,P059,2,132723,265446
2026-05-20,S06,P053,1,78449,78449
2026-05-20,S06,P024,7,26314,184198
2026-05-20,S06,P004,6,9027,54162
2026-05-20,S06,P040,5,20298,101490
2026-05-20,S06,P047,4,54136,216544
2026-05-20,S06,P039,6,25858,155148
2026-05-20,S06,P041,4,60034,240136
2026-05-20,S06,P045,4,50412,201648
2026-05-20,S06,P048,4,67839,271356
2026-05-20,S06,P016,5,14265,71325
2026-05-20,S06,P010,6,14758,88548
2026-05-20,S06,P013,5,14412,72060
2026-05-20,S06,P055,2,106142,212284
2026-05-20,S06,P020,6,14255,85530
2026-05-20,S06,P007,5,8784,43920
2026-05-20,S06,P034,5,24060,120300
2026-05-20,S06,P037,7,26798,187586
2026-05-20,S06,P049,4,44927,179708
2026-05-20,S06,P027,6,27330,163980
2026-05-20,S06,P043,2,52204,104408
2026-05-20,S06,P008,6,6271,37626
2026-05-20,S06,P019,5,8064,40320
2026-05-20,S06,P003,3,7154,21462
2026-05-20,S06,P035,5,26927,134635
2026-05-20,S06,P009,5,9061,45305
2026-05-20,S06,P005,5,6752,33760
2026-05-20,S06,P017,5,8394,41970
2026-05-20,S06,P033,5,26693,133465
2026-05-20,S06,P025,3,21573,64719
2026-05-20,S06,P023,3,24663,73989
2026-05-20,S06,P051,4,61101,244404
2026-05-20,S06,P028,7,16173,113211
2026-05-20,S06,P031,6,24755,148530
2026-05-20,S06,P036,7,20355,142485
2026-05-20,S06,P060,3,107526,322578
2026-05-20,S06,P054,3,101024,303072
2026-05-20,S06,P002,5,11544,57720
2026-05-20,S06,P018,7,14913,104391
2026-05-20,S06,P046,4,38193,152772
2026-05-20,S06,P022,5,27186,135930
2026-05-20,S06,P032,5,20596,102980
2026-05-20,S06,P030,5,15685,78425
2026-05-20,S06,P026,7,20310,142170
2026-05-20,S06,P057,3,147562,442686
2026-05-20,S06,P001,5,14634,73170
2026-05-20,S06,P052,4,57176,228704
2026-05-20,S06,P021,3,23957,71871
2026-05-20,S06,P058,4,112806,451224
2026-05-20,S06,P015,5,11088,55440
2026-05-20,S06,P042,5,69386,346930
2026-05-20,S06,P044,4,65718,262872
2026-05-20,S06,P006,5,11014,55070
2026-05-20,S06,P011,5,12047,60235
2026-05-20,S07,P014,10,10206,102060
2026-05-20,S07,P038,8,20282,162256
2026-05-20,S07,P050,3,47926,143778
2026-05-20,S07,P029,9,27143,244287
2026-05-20,S07,P012,10,10340,103400
2026-05-20,S07,P056,1,146173,146173
2026-05-20,S07,P059,2,132723,265446
2026-05-20,S07,P053,1,78449,78449
2026-05-20,S07,P024,9,26314,236826
2026-05-20,S07,P004,10,9027,90270
2026-05-20,S07,P040,7,20298,142086
2026-05-20,S07,P047,3,54136,162408
2026-05-20,S07,P039,9,25858,232722
2026-05-20,S07,P041,3,60034,180102
2026-05-20,S07,P045,3,50412,151236
2026-05-20,S07,P048,3,67839,203517
2026-05-20,S07,P016,7,14265,99855
2026-05-20,S07,P010,10,14758,147580
2026-05-20,S07,P013,9,14412,129708
2026-05-20,S07,P055,1,106142,106142
2026-05-20,S07,P020,8,14255,114040
2026-05-20,S07,P007,8,8784,70272
2026-05-20,S07,P034,8,24060,192480
2026-05-20,S07,P037,8,26798,214384
2026-05-20,S07,P049,3,44927,134781
2026-05-20,S07,P027,8,27330,218640
2026-05-20,S07,P043,1,52204,52204
2026-05-20,S07,P008,9,6271,56439
2026-05-20,S07,P019,9,8064,72576
2026-05-20,S07,P003,5,7154,35770
2026-05-20,S07,P035,8,26927,215416
2026-05-20,S07,P009,8,9061,72488
2026-05-20,S07,P005,9,6752,60768
2026-05-20,S07,P017,9,8394,75546
2026-05-20,S07,P033,9,26693,240237
2026-05-20,S07,P025,3,21573,64719
2026-05-20,S07,P023,4,24663,98652
2026-05-20,S07,P051,3,61101,183303
2026-05-20,S07,P028,10,16173,161730
2026-05-20,S07,P031,9,24755,222795
2026-05-20,S07,P036,9,20355,183195
2026-05-20,S07,P060,1,107526,107526
2026-05-20,S07,P054,1,101024,101024
2026-05-20,S07,P002,10,11544,115440
2026-05-20,S07,P018,9,14913,134217
2026-05-20,S07,P046,3,38193,114579
2026-05-20,S07,P022,8,27186,217488
2026-05-20,S07,P032,8,20596,164768
2026-05-20,S07,P030,8,15685,125480
2026-05-20,S07,P026,10,20310,203100
2026-05-20,S07,P057,1,147562,147562
2026-05-20,S07,P001,8,14634,117072
2026-05-20,S07,P052,2,57176,114352
2026-05-20,S07,P021,5,23957,119785
2026-05-20,S07,P058,1,112806,112806
2026-05-20,S07,P015,9,11088,99792
2026-05-20,S07,P042,3,69386,208158
2026-05-20,S07,P044,3,65718,197154
2026-05-20,S07,P006,8,11014,88112
2026-05-20,S07,P011,8,12047,96376
2026-05-20,S08,P014,7,10206,71442
2026-05-20,S08,P038,8,20282,162256
2026-05-20,S08,P050,3,47926,143778
2026-05-20,S08,P029,7,27143,190001
2026-05-20,S08,P012,10,10340,103400
2026-05-20,S08,P056,1,146173,146173
2026-05-20,S08,P059,1,132723,132723
2026-05-20,S08,P053,1,78449,78449
2026-05-20,S08,P024,8,26314,210512
2026-05-20,S08,P004,9,9027,81243
2026-05-20,S08,P040,9,20298,182682
2026-05-20,S08,P047,3,54136,162408
2026-05-20,S08,P039,9,25858,232722
2026-05-20,S08,P041,3,60034,180102
2026-05-20,S08,P045,3,50412,151236
2026-05-20,S08,P048,2,67839,135678
2026-05-20,S08,P016,10,14265,142650
2026-05-20,S08,P010,10,14758,147580
2026-05-20,S08,P013,9,14412,129708
2026-05-20,S08,P055,1,106142,106142
2026-05-20,S08,P020,10,14255,142550
2026-05-20,S08,P007,9,8784,79056
2026-05-20,S08,P034,7,24060,168420
2026-05-20,S08,P037,7,26798,187586
2026-05-20,S08,P049,3,44927,134781
2026-05-20,S08,P027,10,27330,273300
2026-05-20,S08,P043,1,52204,52204
2026-05-20,S08,P008,9,6271,56439
2026-05-20,S08,P019,8,8064,64512
2026-05-20,S08,P003,5,7154,35770
2026-05-20,S08,P035,7,26927,188489
2026-05-20,S08,P009,10,9061,90610
2026-05-20,S08,P005,7,6752,47264
2026-05-20,S08,P017,8,8394,67152
2026-05-20,S08,P033,9,26693,240237
2026-05-20,S08,P025,4,21573,86292
2026-05-20,S08,P023,5,24663,123315
2026-05-20,S08,P051,3,61101,183303
